,attack
2998,0
2999,0
3000,0
3001,1
3002,1
3003,1
3004,1
3005,1
3006,1
3007,0
3008,1
3009,0
3010,1
3011,1
3012,0
3013,0
3014,1
3015,1
3016,0
3017,0
3018,1
3019,0
3020,1
3021,1
3022,0
3023,0
3024,1
3025,0
3026,0
3027,1
3028,1
3029,1
3030,0
3031,1
3032,0
3033,0
3034,1
3035,1
3036,0
3037,0
3038,1
3039,1
3040,1
3041,0
3042,1
3043,1
3044,0
3045,1
3046,0
3047,0
3048,1
3049,0
3050,0
3051,0
3052,1
3053,0
3054,1
3055,0
3056,1
3057,1
3058,1
3059,1
3060,1
3061,1
3062,0
3063,1
3064,1
3065,1
3066,0
3067,0
3068,0
3069,0
3070,0
3071,1
3072,1
3073,0
3074,0
3075,0
3076,1
3077,0
3078,0
3079,1
3080,1
3081,1
3082,0
3083,0
3084,0
3085,0
3086,0
3087,0
3088,0
3089,1
3090,1
3091,1
3092,1
3093,0
3094,0
3095,1
3096,0
3097,0
3098,1
3099,0
3100,1
3101,0
3102,0
3103,0
3104,1
3105,0
3106,1
3107,0
3108,1
3109,0
3110,0
3111,1
3112,1
3113,1
3114,1
3115,1
3116,0
3117,1
3118,0
3119,1
3120,0
3121,0
3122,0
3123,1
3124,0
3125,0
3126,0
3127,0
3128,0
3129,1
3130,0
3131,0
3132,0
3133,1
3134,0
3135,1
3136,1
3137,0
3138,0
3139,1
3140,1
3141,1
3142,1
3143,0
3144,1
3145,1
3146,1
3147,1
3148,0
3149,0
3150,0
3151,1
3152,1
3153,1
3154,0
3155,1
3156,0
3157,0
3158,1
3159,0
3160,0
3161,0
3162,0
3163,1
3164,1
3165,1
3166,1
3167,1
3168,1
3169,0
3170,1
3171,0
3172,1
3173,1
3174,1
3175,1
3176,0
3177,0
3178,0
3179,1
3180,0
3181,0
3182,0
3183,1
3184,1
3185,1
3186,0
3187,1
3188,0
3189,0
3190,0
3191,0
3192,0
3193,0
3194,0
3195,1
3196,1
3197,0
3198,1
3199,0
3200,1
3201,0
3202,0
3203,0
3204,0
3205,0
3206,0
3207,0
3208,0
3209,0
3210,0
3211,1
3212,0
3213,1
3214,0
3215,0
3216,0
3217,0
3218,1
3219,0
3220,0
3221,0
3222,0
3223,0
3224,0
3225,0
3226,0
3227,1
3228,0
3229,0
3230,1
3231,1
3232,0
3233,0
3234,0
3235,1
3236,0
3237,0
3238,1
3239,1
3240,1
3241,1
3242,0
3243,0
3244,0
3245,0
3246,0
3247,1
3248,1
3249,1
3250,0
3251,0
3252,1
3253,1
3254,0
3255,0
3256,0
3257,0
3258,1
3259,0
3260,0
3261,0
3262,1
3263,0
3264,0
3265,1
3266,1
3267,0
3268,0
3269,0
3270,0
3271,0
3272,1
3273,0
3274,0
3275,0
3276,0
3277,0
3278,1
3279,0
3280,0
3281,0
3282,1
3283,1
3284,1
3285,1
3286,0
3287,0
3288,0
3289,0
3290,0
3291,0
3292,1
3293,1
3294,0
3295,0
3296,0
3297,1
3298,0
3299,1
3300,1
3301,1
3302,0
3303,0
3304,1
3305,1
3306,1
3307,1
3308,1
3309,1
3310,1
3311,0
3312,1
3313,1
3314,0
3315,0
3316,1
3317,0
3318,1
3319,1
3320,1
3321,1
3322,1
3323,0
3324,0
3325,1
3326,0
3327,1
3328,0
3329,1
3330,0
3331,0
3332,1
3333,0
3334,0
3335,0
3336,1
3337,1
3338,0
3339,1
3340,0
3341,1
3342,0
3343,1
3344,1
3345,0
3346,0
3347,0
3348,0
3349,1
3350,0
3351,0
3352,0
3353,1
3354,0
3355,0
3356,0
3357,0
3358,1
3359,1
3360,0
3361,0
3362,0
3363,0
3364,0
3365,0
3366,0
3367,0
3368,0
3369,0
3370,0
3371,0
3372,0
3373,0
3374,1
3375,0
3376,0
3377,0
3378,0
3379,0
3380,1
3381,0
3382,0
3383,0
3384,0
3385,0
3386,0
3387,0
3388,0
3389,0
3390,0
3391,0
3392,0
3393,1
3394,1
3395,1
3396,0
3397,1
3398,1
3399,0
3400,0
3401,1
3402,1
3403,0
3404,1
3405,0
3406,1
3407,0
3408,0
3409,0
3410,0
3411,0
3412,1
3413,1
3414,1
3415,0
3416,0
3417,0
3418,1
3419,1
3420,0
3421,0
3422,0
3423,0
3424,1
3425,1
3426,1
3427,1
3428,0
3429,0
3430,1
3431,0
3432,0
3433,0
3434,0
3435,0
3436,1
3437,0
3438,0
3439,1
3440,0
3441,0
3442,0
3443,1
3444,0
3445,0
3446,1
3447,0
3448,0
3449,0
3450,0
3451,0
3452,1
3453,1
3454,1
3455,1
3456,1
3457,0
3458,1
3459,1
3460,0
3461,0
3462,0
3463,0
3464,0
3465,1
3466,1
3467,1
3468,0
3469,0
3470,1
3471,0
3472,1
3473,0
3474,0
3475,1
3476,0
3477,0
3478,1
3479,0
3480,1
3481,1
3482,0
3483,0
3484,0
3485,1
3486,0
3487,0
3488,0
3489,1
3490,0
3491,1
3492,0
3493,0
3494,0
3495,0
3496,1
3497,0
3498,1
3499,0
3500,1
3501,1
3502,1
3503,0
3504,0
3505,0
3506,0
3507,1
3508,1
3509,1
3510,0
3511,0
3512,0
3513,0
3514,0
3515,1
3516,1
3517,0
3518,0
3519,0
3520,1
3521,1
3522,1
3523,0
3524,0
3525,0
3526,0
3527,1
3528,0
3529,0
3530,1
3531,0
3532,1
3533,0
3534,1
3535,0
3536,0
3537,0
3538,0
3539,1
3540,0
3541,0
3542,0
3543,0
3544,0
3545,1
3546,1
3547,1
3548,0
3549,0
3550,1
3551,1
3552,1
3553,0
3554,0
3555,0
3556,1
3557,0
3558,0
3559,1
3560,0
3561,1
3562,0
3563,1
3564,0
3565,0
3566,0
3567,0
3568,0
3569,1
3570,1
3571,0
3572,0
3573,1
3574,1
3575,0
3576,1
3577,1
3578,1
3579,1
3580,1
3581,1
3582,1
3583,1
3584,1
3585,1
3586,0
3587,1
3588,1
3589,0
3590,1
3591,0
3592,0
3593,0
3594,0
3595,0
3596,0
3597,0
3598,1
3599,0
3600,0
3601,0
3602,0
3603,1
3604,0
3605,0
3606,0
3607,1
3608,0
3609,1
3610,1
3611,1
3612,0
3613,1
3614,0
3615,1
3616,1
3617,0
3618,1
3619,1
3620,0
3621,1
3622,1
3623,0
3624,1
3625,0
3626,0
3627,0
3628,0
3629,1
3630,0
3631,1
3632,0
3633,1
3634,0
3635,0
3636,1
3637,0
3638,1
3639,0
3640,0
3641,1
3642,0
3643,0
3644,1
3645,0
3646,0
3647,1
3648,0
3649,1
3650,0
3651,0
3652,0
3653,0
3654,0
3655,0
3656,1
3657,1
3658,0
3659,0
3660,1
3661,0
3662,0
3663,0
3664,0
3665,0
3666,1
3667,0
3668,0
3669,0
3670,0
3671,0
3672,0
3673,0
3674,0
3675,0
3676,0
3677,0
3678,0
3679,0
3680,0
3681,0
3682,1
3683,0
3684,0
3685,0
3686,1
3687,0
3688,1
3689,0
3690,0
3691,0
3692,1
3693,1
3694,0
3695,0
3696,0
3697,0
3698,0
3699,0
3700,1
3701,1
3702,1
3703,1
3704,0
3705,1
3706,0
3707,0
3708,0
3709,0
3710,1
3711,0
3712,0
3713,0
3714,1
3715,1
3716,0
3717,1
3718,0
3719,0
3720,1
3721,1
3722,0
3723,0
3724,0
3725,1
3726,0
3727,1
3728,0
3729,0
3730,0
3731,0
3732,1
3733,0
3734,0
3735,1
3736,0
3737,0
3738,1
3739,0
3740,0
3741,1
3742,1
3743,0
3744,0
3745,0
3746,0
3747,0
3748,0
3749,0
3750,1
3751,0
3752,0
3753,0
3754,0
3755,1
3756,0
3757,1
3758,1
3759,1
3760,0
3761,1
3762,1
3763,0
3764,1
3765,0
3766,0
3767,0
3768,0
3769,1
3770,0
3771,0
3772,0
3773,0
3774,1
3775,1
3776,1
3777,0
3778,1
3779,1
3780,1
3781,0
3782,1
3783,1
3784,1
3785,0
3786,1
3787,0
3788,0
3789,0
3790,1
3791,1
3792,1
3793,0
3794,1
3795,0
3796,1
3797,1
3798,0
3799,0
3800,0
3801,0
3802,0
3803,1
3804,1
3805,1
3806,0
3807,1
3808,0
3809,1
3810,0
3811,1
3812,0
3813,1
3814,0
3815,0
3816,0
3817,0
3818,0
3819,0
3820,0
3821,1
3822,1
3823,0
3824,0
3825,0
3826,0
3827,0
3828,0
3829,0
3830,0
3831,1
3832,0
3833,1
3834,0
3835,1
3836,1
3837,0
3838,0
3839,0
3840,0
3841,0
3842,1
3843,0
3844,0
3845,0
3846,0
3847,1
3848,0
3849,0
3850,0
3851,0
3852,0
3853,1
3854,0
3855,0
3856,1
3857,1
3858,0
3859,0
3860,1
3861,0
3862,1
3863,0
3864,0
3865,1
3866,0
3867,0
3868,0
3869,1
3870,1
3871,0
3872,0
3873,0
3874,0
3875,0
3876,0
3877,0
3878,0
3879,0
3880,0
3881,1
3882,1
3883,0
3884,0
3885,0
3886,0
3887,0
3888,1
3889,0
3890,0
3891,0
3892,0
3893,0
3894,1
3895,0
3896,0
3897,0
3898,0
3899,0
3900,1
3901,0
3902,0
3903,1
3904,1
3905,1
3906,0
3907,1
3908,0
3909,0
3910,0
3911,1
3912,0
3913,0
3914,0
3915,1
3916,0
3917,1
3918,0
3919,0
3920,0
3921,0
3922,1
3923,1
3924,0
3925,0
3926,0
3927,0
3928,0
3929,0
3930,0
3931,1
3932,1
3933,0
3934,1
3935,0
3936,0
3937,1
3938,0
3939,1
3940,0
3941,1
3942,1
3943,1
3944,0
3945,1
3946,0
3947,1
3948,0
3949,1
3950,0
3951,0
3952,0
3953,1
3954,1
3955,0
3956,0
3957,0
3958,0
3959,0
3960,0
3961,0
3962,0
3963,0
3964,1
3965,1
3966,1
3967,0
3968,0
3969,0
3970,1
3971,1
3972,0
3973,0
3974,1
3975,1
3976,0
3977,0
3978,1
3979,1
3980,0
3981,0
3982,0
3983,0
3984,1
3985,1
3986,0
3987,0
3988,0
3989,0
3990,1
3991,0
3992,1
3993,0
3994,1
3995,1
3996,0
3997,1
3998,0
3999,0
4000,0
4001,0
4002,1
4003,0
4004,0
4005,1
4006,0
4007,0
4008,1
4009,0
4010,1
4011,0
4012,0
4013,0
4014,0
4015,1
4016,1
4017,0
4018,1
4019,0
4020,0
4021,0
4022,0
4023,1
4024,1
4025,0
4026,0
4027,0
4028,1
4029,0
4030,1
4031,0
4032,0
4033,1
4034,0
4035,0
4036,1
4037,1
4038,0
4039,0
4040,1
4041,0
4042,0
4043,1
4044,0
4045,0
4046,0
4047,1
4048,1
4049,1
4050,0
4051,0
4052,0
4053,1
4054,1
4055,0
4056,0
4057,0
4058,0
4059,1
4060,0
4061,0
4062,0
4063,1
4064,0
4065,0
4066,0
4067,0
4068,0
4069,1
4070,0
4071,0
4072,1
4073,1
4074,1
4075,0
4076,1
4077,1
4078,0
4079,0
4080,1
4081,1
4082,1
4083,0
4084,1
4085,1
4086,0
4087,1
4088,0
4089,0
4090,0
4091,1
4092,0
4093,1
4094,0
4095,0
4096,0
4097,0
4098,0
4099,0
4100,0
4101,1
4102,1
4103,0
4104,0
4105,1
4106,0
4107,1
4108,1
4109,0
4110,0
4111,0
4112,1
4113,0
4114,0
4115,0
4116,1
4117,0
4118,0
4119,0
4120,0
4121,0
4122,0
4123,0
4124,0
4125,1
4126,1
4127,1
4128,0
4129,0
4130,1
4131,0
4132,0
4133,0
4134,0
4135,0
4136,0
4137,1
4138,0
4139,0
4140,0
4141,0
4142,1
4143,1
4144,0
4145,1
4146,0
4147,1
4148,1
4149,0
4150,0
4151,0
4152,0
4153,0
4154,1
4155,1
4156,0
4157,1
4158,0
4159,0
4160,1
4161,0
4162,1
4163,0
4164,0
4165,1
4166,1
4167,0
4168,1
4169,1
4170,0
4171,0
4172,0
4173,1
4174,1
4175,1
4176,0
4177,1
4178,1
4179,0
4180,0
4181,0
4182,0
4183,0
4184,0
4185,0
4186,1
4187,1
4188,0
4189,0
4190,1
4191,0
4192,1
4193,0
4194,0
4195,0
4196,0
4197,0
4198,0
4199,0
4200,0
4201,0
4202,0
4203,0
4204,0
4205,0
4206,1
4207,0
4208,1
4209,1
4210,0
4211,0
4212,1
4213,1
4214,0
4215,1
4216,0
4217,0
4218,0
4219,1
4220,0
4221,0
4222,1
4223,0
4224,1
4225,0
4226,1
4227,0
4228,0
4229,0
4230,0
4231,1
4232,1
4233,0
4234,0
4235,0
4236,1
4237,0
4238,0
4239,0
4240,1
4241,0
4242,1
4243,0
4244,0
4245,0
4246,0
4247,0
4248,1
4249,1
4250,0
4251,1
4252,1
4253,1
4254,0
4255,1
4256,0
4257,1
4258,1
4259,1
4260,0
4261,0
4262,1
4263,0
4264,0
4265,0
4266,1
4267,1
4268,0
4269,0
4270,0
4271,0
4272,0
4273,0
4274,0
4275,0
4276,0
4277,1
4278,1
4279,1
4280,1
4281,1
4282,0
4283,1
4284,0
4285,1
4286,0
4287,0
4288,0
4289,0
4290,0
4291,0
4292,0
4293,1
4294,1
4295,0
4296,0
4297,1
4298,0
4299,0
4300,0
4301,0
4302,1
4303,0
4304,1
4305,0
4306,1
4307,0
4308,0
4309,0
4310,0
4311,0
4312,0
4313,0
4314,0
4315,0
4316,1
4317,0
4318,0
4319,1
4320,0
4321,1
4322,0
4323,1
4324,0
4325,0
4326,0
4327,1
4328,0
4329,0
4330,0
4331,0
4332,0
4333,0
4334,0
4335,0
4336,0
4337,1
4338,0
4339,1
4340,1
4341,0
4342,0
4343,0
4344,1
4345,0
4346,1
4347,1
4348,1
4349,1
4350,1
4351,1
4352,1
4353,1
4354,1
4355,0
4356,0
4357,0
4358,0
4359,0
4360,0
4361,1
4362,0
4363,0
4364,0
4365,1
4366,0
4367,0
4368,1
4369,0
4370,0
4371,1
4372,1
4373,1
4374,0
4375,0
4376,1
4377,0
4378,0
4379,1
4380,1
4381,1
4382,0
4383,0
4384,0
4385,0
4386,1
4387,0
4388,0
4389,1
4390,1
4391,0
4392,0
4393,0
4394,1
4395,0
4396,0
4397,0
4398,0
4399,1
4400,0
4401,0
4402,0
4403,0
4404,1
4405,0
4406,0
4407,1
4408,0
4409,1
4410,0
4411,0
4412,0
4413,0
4414,0
4415,1
4416,0
4417,1
4418,0
4419,1
4420,0
4421,0
4422,1
4423,0
4424,0
4425,0
4426,1
4427,1
4428,0
4429,0
4430,0
4431,0
4432,0
4433,1
4434,0
4435,1
4436,0
4437,1
4438,0
4439,1
4440,1
4441,0
4442,1
4443,1
4444,0
4445,0
4446,1
4447,0
4448,0
4449,0
4450,0
4451,0
4452,1
4453,0
4454,0
4455,1
4456,0
4457,1
4458,1
4459,0
4460,0
4461,1
4462,0
4463,0
4464,0
4465,0
4466,0
4467,0
4468,0
4469,0
4470,0
4471,0
4472,0
4473,0
4474,1
4475,0
4476,0
4477,1
4478,0
4479,0
4480,1
4481,0
4482,1
4483,0
4484,1
4485,0
4486,1
4487,1
4488,0
4489,0
4490,1
4491,1
4492,0
4493,0
4494,0
4495,0
4496,0
4497,0
4498,1
4499,0
4500,1
4501,0
4502,0
4503,0
4504,0
4505,1
4506,0
4507,0
4508,0
4509,1
4510,0
4511,1
4512,1
4513,0
4514,0
4515,0
4516,1
4517,1
4518,0
4519,0
4520,0
4521,1
4522,0
4523,0
4524,0
4525,0
4526,1
4527,0
4528,0
4529,0
4530,0
4531,0
4532,0
4533,0
4534,0
4535,0
4536,0
4537,0
4538,0
4539,0
4540,1
4541,0
4542,0
4543,0
4544,1
4545,0
4546,0
4547,0
4548,1
4549,1
4550,0
4551,0
4552,1
4553,0
4554,1
4555,0
4556,0
4557,0
4558,1
4559,1
4560,0
4561,0
4562,0
4563,1
4564,1
4565,1
4566,0
4567,1
4568,1
4569,0
4570,0
4571,0
4572,0
4573,1
4574,0
4575,1
4576,1
4577,1
4578,0
4579,0
4580,0
4581,0
4582,1
4583,1
4584,0
4585,0
4586,0
4587,0
4588,0
4589,0
4590,0
4591,1
4592,0
4593,0
4594,0
4595,1
4596,0
4597,1
4598,0
4599,1
4600,0
4601,1
4602,0
4603,0
4604,0
4605,0
4606,0
4607,0
4608,0
4609,1
4610,0
4611,1
4612,0
4613,0
4614,1
4615,0
4616,0
4617,0
4618,1
4619,1
4620,1
4621,0
4622,1
4623,0
4624,1
4625,1
4626,0
4627,0
4628,0
4629,0
4630,1
4631,0
4632,0
4633,1
4634,0
4635,0
4636,0
4637,0
4638,0
4639,1
4640,0
4641,0
4642,0
4643,0
4644,0
4645,1
4646,1
4647,0
4648,0
4649,0
4650,1
4651,0
4652,1
4653,1
4654,0
4655,0
4656,0
4657,0
4658,0
4659,0
4660,0
4661,1
4662,1
4663,0
4664,1
4665,0
4666,0
4667,0
4668,1
4669,0
4670,1
4671,0
4672,0
4673,0
4674,1
4675,0
4676,1
4677,0
4678,0
4679,0
4680,0
4681,1
4682,0
4683,1
4684,1
4685,1
4686,0
4687,0
4688,0
4689,0
4690,0
4691,1
4692,0
4693,1
4694,1
4695,0
4696,1
4697,0
4698,0
4699,0
4700,0
4701,0
4702,1
4703,1
4704,1
4705,0
4706,0
4707,1
4708,0
4709,0
4710,0
4711,1
4712,0
4713,0
4714,0
4715,0
4716,0
4717,0
4718,1
4719,1
4720,0
4721,0
4722,0
4723,0
4724,1
4725,1
4726,0
4727,1
4728,0
4729,0
4730,0
4731,0
4732,0
4733,1
4734,1
4735,0
4736,0
4737,0
4738,1
4739,1
4740,0
4741,1
4742,0
4743,0
4744,1
4745,1
4746,1
4747,1
4748,0
4749,0
4750,1
4751,1
4752,0
4753,1
4754,1
4755,0
4756,1
4757,1
4758,0
4759,0
4760,0
4761,0
4762,1
4763,0
4764,1
4765,0
4766,1
4767,1
4768,1
4769,0
4770,0
4771,1
4772,1
4773,0
4774,1
4775,1
4776,1
4777,0
4778,1
4779,0
4780,0
4781,0
4782,0
4783,1
4784,0
4785,0
4786,1
4787,0
4788,0
4789,0
4790,0
4791,0
4792,1
4793,1
4794,0
4795,0
4796,0
4797,0
4798,1
4799,1
4800,1
4801,0
4802,0
4803,0
4804,0
4805,0
4806,1
4807,0
4808,0
4809,0
4810,1
4811,1
4812,0
4813,0
4814,0
4815,0
4816,0
4817,1
4818,1
4819,0
4820,1
4821,1
4822,0
4823,1
4824,0
4825,0
4826,0
4827,0
4828,1
4829,0
4830,0
4831,0
4832,1
4833,1
4834,1
4835,0
4836,0
4837,0
4838,1
4839,0
4840,0
4841,0
4842,0
4843,1
4844,0
4845,0
4846,0
4847,0
4848,1
4849,1
4850,0
4851,0
4852,1
4853,0
4854,0
4855,1
4856,0
4857,0
4858,1
4859,1
4860,0
4861,0
4862,1
4863,0
4864,1
4865,1
4866,1
4867,1
4868,0
4869,0
4870,0
4871,1
4872,0
4873,1
4874,0
4875,0
4876,0
4877,0
4878,1
4879,1
4880,1
4881,1
4882,0
4883,1
4884,0
4885,0
4886,0
4887,0
4888,0
4889,0
4890,1
4891,0
4892,1
4893,0
4894,1
4895,0
4896,0
4897,0
4898,0
4899,0
4900,0
4901,1
4902,0
4903,0
4904,0
4905,0
4906,0
4907,0
4908,1
4909,0
4910,1
4911,0
4912,1
4913,1
4914,0
4915,1
4916,0
4917,1
4918,0
4919,0
4920,0
4921,0
4922,0
4923,0
4924,1
4925,0
4926,1
4927,0
4928,1
4929,1
4930,0
4931,1
4932,0
4933,0
4934,0
4935,1
4936,0
4937,1
4938,0
4939,1
4940,1
4941,0
4942,0
4943,0
4944,1
4945,0
4946,1
4947,0
4948,0
4949,1
4950,1
4951,1
4952,1
4953,0
4954,1
4955,0
4956,0
4957,0
4958,0
4959,1
4960,0
4961,0
4962,1
4963,1
4964,1
4965,1
4966,0
4967,1
4968,0
4969,0
4970,0
4971,1
4972,1
4973,1
4974,1
4975,1
4976,1
4977,1
4978,1
4979,1
4980,0
4981,1
4982,0
4983,1
4984,0
4985,0
4986,0
4987,1
4988,1
4989,0
4990,0
4991,0
4992,1
4993,0
4994,1
4995,1
4996,0
4997,0
4998,1
4999,0
5000,0
5001,0
5002,1
5003,0
5004,0
5005,0
5006,0
5007,0
5008,1
5009,0
5010,0
5011,0
5012,1
5013,1
5014,0
5015,1
5016,1
5017,1
5018,1
5019,0
5020,0
5021,1
5022,1
5023,0
5024,0
5025,0
5026,0
5027,1
5028,0
5029,0
5030,0
5031,1
5032,1
5033,1
5034,0
5035,0
5036,0
5037,0
5038,1
5039,0
5040,0
5041,0
5042,1
5043,0
5044,1
5045,0
5046,0
5047,1
5048,0
5049,0
5050,0
5051,0
5052,0
5053,1
5054,0
5055,0
5056,1
5057,0
5058,0
5059,1
5060,0
5061,0
5062,0
5063,1
5064,0
5065,0
5066,1
5067,0
5068,0
5069,0
5070,0
5071,1
5072,0
5073,0
5074,1
5075,0
5076,1
5077,1
5078,0
5079,1
5080,0
5081,0
5082,0
5083,1
5084,0
5085,1
5086,0
5087,0
5088,1
5089,0
5090,1
5091,1
5092,1
5093,0
5094,0
5095,0
5096,1
5097,0
5098,0
5099,1
5100,0
5101,0
5102,1
5103,0
5104,1
5105,0
5106,0
5107,1
5108,0
5109,1
5110,1
5111,0
5112,1
5113,0
5114,1
5115,0
5116,1
5117,1
5118,1
5119,0
5120,1
5121,0
5122,1
5123,0
5124,1
5125,0
5126,0
5127,1
5128,0
5129,0
5130,0
5131,1
5132,0
5133,1
5134,0
5135,1
5136,1
5137,1
5138,0
5139,1
5140,0
5141,1
5142,0
5143,1
5144,0
5145,0
5146,1
5147,0
5148,1
5149,0
5150,0
5151,0
5152,0
5153,0
5154,0
5155,0
5156,1
5157,1
5158,0
5159,1
5160,0
5161,0
5162,0
5163,0
5164,1
5165,0
5166,0
5167,0
5168,1
5169,0
5170,0
5171,0
5172,1
5173,0
5174,0
5175,1
5176,1
5177,1
5178,0
5179,1
5180,0
5181,0
5182,0
5183,0
5184,1
5185,1
5186,0
5187,1
5188,1
5189,0
5190,0
5191,1
5192,0
5193,1
5194,0
5195,1
5196,0
5197,0
5198,1
5199,0
5200,0
5201,0
5202,1
5203,0
5204,0
5205,0
5206,1
5207,1
5208,1
5209,0
5210,1
5211,1
5212,1
5213,0
5214,1
5215,0
5216,0
5217,0
5218,0
5219,1
5220,0
5221,0
5222,1
5223,1
5224,0
5225,0
5226,0
5227,0
5228,1
5229,0
5230,1
5231,1
5232,1
5233,1
5234,0
5235,1
5236,0
5237,1
5238,0
5239,1
5240,1
5241,0
5242,0
5243,1
5244,0
5245,1
5246,0
5247,1
5248,1
5249,1
5250,1
5251,0
5252,0
5253,1
5254,0
5255,0
5256,0
5257,0
5258,0
5259,0
5260,0
5261,1
5262,0
5263,0
5264,1
5265,0
5266,0
5267,0
5268,1
5269,1
5270,1
5271,1
5272,0
5273,0
5274,0
5275,1
5276,1
5277,0
5278,0
5279,1
5280,1
5281,0
5282,1
5283,0
5284,1
5285,0
5286,1
5287,0
5288,0
5289,0
5290,1
5291,0
5292,1
5293,0
5294,1
5295,0
5296,0
5297,0
5298,0
5299,0
5300,1
5301,0
5302,1
5303,0
5304,1
5305,1
5306,0
5307,1
5308,0
5309,0
5310,1
5311,0
5312,0
5313,0
5314,0
5315,0
5316,0
5317,0
5318,0
5319,1
5320,1
5321,1
5322,0
5323,0
5324,0
5325,1
5326,0
5327,0
5328,1
5329,1
5330,1
5331,0
5332,0
5333,0
5334,1
5335,1
5336,0
5337,1
5338,0
5339,0
5340,1
5341,1
5342,1
5343,1
5344,0
5345,0
5346,0
5347,1
5348,1
5349,1
5350,0
5351,1
5352,0
5353,0
5354,1
5355,1
5356,0
5357,1
5358,1
5359,0
5360,0
5361,0
5362,0
5363,0
5364,0
5365,1
5366,0
5367,0
5368,0
5369,0
5370,0
5371,0
5372,0
5373,1
5374,0
5375,0
5376,0
5377,1
5378,1
5379,0
5380,0
5381,0
5382,0
5383,0
5384,1
5385,0
5386,0
5387,1
5388,1
5389,0
5390,0
5391,0
5392,0
5393,1
5394,0
5395,1
5396,1
5397,1
5398,1
5399,0
5400,1
5401,1
5402,1
5403,0
5404,0
5405,0
5406,1
5407,1
5408,0
5409,0
5410,0
5411,0
5412,1
5413,1
5414,0
5415,0
5416,1
5417,0
5418,1
5419,1
5420,0
5421,0
5422,0
5423,0
5424,1
5425,0
5426,1
5427,1
5428,0
5429,1
5430,0
5431,0
5432,0
5433,0
5434,0
5435,1
5436,0
5437,0
5438,1
5439,0
5440,0
5441,0
5442,0
5443,0
5444,0
5445,1
5446,1
5447,1
5448,1
5449,0
5450,0
5451,0
5452,0
5453,0
5454,0
5455,0
5456,1
5457,1
5458,1
5459,1
5460,1
5461,0
5462,0
5463,0
5464,0
5465,0
5466,0
5467,1
5468,0
5469,1
5470,1
5471,1
5472,1
5473,1
5474,0
5475,0
5476,0
5477,1
5478,1
5479,0
5480,0
5481,0
5482,0
5483,0
5484,1
5485,0
5486,0
5487,0
5488,0
5489,1
5490,1
5491,0
5492,1
5493,0
5494,0
5495,1
5496,0
5497,0
5498,1
5499,1
5500,0
5501,0
5502,1
5503,0
5504,0
5505,0
5506,0
5507,0
5508,0
5509,0
5510,0
5511,1
5512,0
5513,0
5514,1
5515,1
5516,0
5517,0
5518,0
5519,0
5520,1
5521,0
5522,0
5523,1
5524,0
5525,0
5526,1
5527,1
5528,0
5529,0
5530,0
5531,1
5532,0
5533,1
5534,0
5535,0
5536,0
5537,1
5538,1
5539,0
5540,0
5541,0
5542,1
5543,0
5544,0
5545,1
5546,0
5547,0
5548,1
5549,0
5550,1
5551,0
5552,1
5553,0
5554,1
5555,1
5556,1
5557,0
5558,0
5559,1
5560,1
5561,1
5562,1
5563,0
5564,1
5565,0
5566,0
5567,0
5568,1
5569,1
5570,0
5571,0
5572,0
5573,0
5574,0
5575,0
5576,0
5577,0
5578,0
5579,1
5580,0
5581,0
5582,0
5583,0
5584,0
5585,0
5586,0
5587,0
5588,1
5589,0
5590,1
5591,0
5592,1
5593,1
5594,0
5595,0
5596,0
5597,1
5598,0
5599,0
5600,0
5601,0
5602,0
5603,0
5604,1
5605,0
5606,1
5607,1
5608,1
5609,0
5610,1
5611,1
5612,0
5613,1
5614,0
5615,1
5616,1
5617,1
5618,0
5619,1
5620,1
5621,1
5622,0
5623,1
5624,1
5625,1
5626,0
5627,1
5628,0
5629,0
5630,1
5631,0
5632,0
5633,0
5634,1
5635,1
5636,1
5637,0
5638,1
5639,1
5640,1
5641,1
5642,0
5643,1
5644,1
5645,0
5646,0
5647,0
5648,1
5649,1
5650,0
5651,0
5652,0
5653,0
5654,0
5655,0
5656,0
5657,1
5658,0
5659,0
5660,1
5661,1
5662,0
5663,0
5664,0
5665,0
5666,0
5667,0
5668,0
5669,0
5670,0
5671,0
5672,1
5673,1
5674,0
5675,0
5676,0
5677,1
5678,1
5679,0
5680,0
5681,1
5682,1
5683,0
5684,1
5685,1
5686,0
5687,0
5688,0
5689,1
5690,0
5691,0
5692,1
5693,0
5694,0
5695,1
5696,0
5697,0
5698,1
5699,1
5700,0
5701,0
5702,0
5703,0
5704,0
5705,0
5706,1
5707,0
5708,0
5709,0
5710,0
5711,0
5712,0
5713,1
5714,1
5715,1
5716,1
5717,0
5718,0
5719,1
5720,0
5721,0
5722,0
5723,0
5724,0
5725,0
5726,0
5727,0
5728,0
5729,1
5730,0
5731,0
5732,0
5733,1
5734,1
5735,0
5736,1
5737,1
5738,0
5739,0
5740,1
5741,0
5742,1
5743,0
5744,1
5745,1
5746,1
5747,0
5748,0
5749,0
5750,0
5751,0
5752,0
5753,0
5754,0
5755,0
5756,0
5757,0
5758,0
5759,1
5760,1
5761,0
5762,1
